VardasPavarde   Galutinis (Vid.)    Galutinis (Med.)    
Vardas195          Pavarde195                2.00
Vardas196          Pavarde196                2.00
Vardas197          Pavarde197                2.00
Vardas198          Pavarde198                2.00
Vardas199          Pavarde199                2.00
Vardas2            Pavarde2                2.00
Vardas20           Pavarde20                2.00
Vardas200          Pavarde200                2.00
Vardas201          Pavarde201                2.00
Vardas202          Pavarde202                2.00
Vardas203          Pavarde203                2.00
Vardas204          Pavarde204                2.00
Vardas205          Pavarde205                2.00
Vardas206          Pavarde206                2.00
Vardas207          Pavarde207                2.00
Vardas208          Pavarde208                2.00
Vardas209          Pavarde209                2.00
Vardas21           Pavarde21                2.00
Vardas210          Pavarde210                2.00
Vardas211          Pavarde211                2.00
Vardas212          Pavarde212                2.00
Vardas213          Pavarde213                2.00
Vardas214          Pavarde214                2.00
Vardas215          Pavarde215                2.00
Vardas216          Pavarde216                2.00
Vardas217          Pavarde217                2.00
Vardas218          Pavarde218                2.00
Vardas219          Pavarde219                2.00
Vardas22           Pavarde22                2.00
Vardas220          Pavarde220                2.00
Vardas221          Pavarde221                2.00
Vardas222          Pavarde222                2.00
Vardas223          Pavarde223                2.00
Vardas224          Pavarde224                2.00
Vardas225          Pavarde225                2.00
Vardas226          Pavarde226                2.00
Vardas227          Pavarde227                2.00
Vardas228          Pavarde228                2.00
Vardas229          Pavarde229                2.00
Vardas23           Pavarde23                2.00
Vardas230          Pavarde230                2.00
Vardas231          Pavarde231                2.00
Vardas232          Pavarde232                2.00
Vardas233          Pavarde233                2.00
Vardas234          Pavarde234                2.00
Vardas235          Pavarde235                2.00
Vardas236          Pavarde236                2.00
Vardas237          Pavarde237                2.00
Vardas238          Pavarde238                2.00
Vardas239          Pavarde239                2.00
Vardas24           Pavarde24                2.00
Vardas240          Pavarde240                2.00
Vardas241          Pavarde241                2.00
Vardas242          Pavarde242                2.00
Vardas243          Pavarde243                2.00
Vardas244          Pavarde244                2.00
Vardas245          Pavarde245                2.00
Vardas246          Pavarde246                2.00
Vardas247          Pavarde247                2.00
Vardas248          Pavarde248                2.00
Vardas249          Pavarde249                2.00
Vardas25           Pavarde25                2.00
Vardas250          Pavarde250                2.00
Vardas251          Pavarde251                2.00
Vardas252          Pavarde252                2.00
Vardas253          Pavarde253                2.00
Vardas254          Pavarde254                2.00
Vardas255          Pavarde255                2.00
Vardas256          Pavarde256                2.00
Vardas257          Pavarde257                2.00
Vardas258          Pavarde258                2.00
Vardas259          Pavarde259                2.00
Vardas26           Pavarde26                2.00
Vardas260          Pavarde260                2.00
Vardas261          Pavarde261                2.00
Vardas262          Pavarde262                2.00
Vardas263          Pavarde263                2.00
Vardas264          Pavarde264                2.00
Vardas265          Pavarde265                2.00
Vardas266          Pavarde266                2.00
Vardas267          Pavarde267                2.00
Vardas268          Pavarde268                2.00
Vardas269          Pavarde269                2.00
Vardas27           Pavarde27                2.00
Vardas270          Pavarde270                2.00
Vardas271          Pavarde271                2.00
Vardas272          Pavarde272                2.00
Vardas273          Pavarde273                2.00
Vardas274          Pavarde274                2.00
Vardas275          Pavarde275                2.00
Vardas276          Pavarde276                2.00
Vardas277          Pavarde277                2.00
Vardas278          Pavarde278                2.00
Vardas279          Pavarde279                2.00
Vardas28           Pavarde28                2.00
Vardas280          Pavarde280                2.00
Vardas281          Pavarde281                2.00
Vardas282          Pavarde282                2.00
Vardas283          Pavarde283                2.00
Vardas284          Pavarde284                2.00
Vardas285          Pavarde285                2.00
Vardas286          Pavarde286                2.00
Vardas287          Pavarde287                2.00
Vardas288          Pavarde288                2.00
Vardas289          Pavarde289                2.00
Vardas29           Pavarde29                2.00
Vardas290          Pavarde290                2.00
Vardas291          Pavarde291                2.00
Vardas292          Pavarde292                2.00
Vardas293          Pavarde293                2.00
Vardas294          Pavarde294                2.00
Vardas295          Pavarde295                2.00
Vardas296          Pavarde296                2.00
Vardas297          Pavarde297                2.00
Vardas298          Pavarde298                2.00
Vardas299          Pavarde299                2.00
Vardas3            Pavarde3                2.00
Vardas30           Pavarde30                2.00
Vardas300          Pavarde300                2.00
Vardas301          Pavarde301                2.00
Vardas302          Pavarde302                2.00
Vardas303          Pavarde303                2.00
Vardas304          Pavarde304                2.00
Vardas305          Pavarde305                2.00
Vardas306          Pavarde306                2.00
Vardas307          Pavarde307                2.00
Vardas308          Pavarde308                2.00
Vardas309          Pavarde309                2.00
Vardas31           Pavarde31                2.00
Vardas310          Pavarde310                2.00
Vardas311          Pavarde311                2.00
Vardas312          Pavarde312                2.00
Vardas313          Pavarde313                2.00
Vardas314          Pavarde314                2.00
Vardas315          Pavarde315                2.00
Vardas316          Pavarde316                2.00
Vardas317          Pavarde317                2.00
Vardas318          Pavarde318                2.00
Vardas319          Pavarde319                2.00
Vardas32           Pavarde32                2.00
Vardas320          Pavarde320                2.00
Vardas321          Pavarde321                2.00
Vardas322          Pavarde322                2.00
Vardas323          Pavarde323                2.00
Vardas324          Pavarde324                2.00
Vardas325          Pavarde325                2.00
Vardas326          Pavarde326                2.00
Vardas327          Pavarde327                2.00
Vardas328          Pavarde328                2.00
Vardas329          Pavarde329                2.00
Vardas33           Pavarde33                2.00
Vardas330          Pavarde330                2.00
Vardas331          Pavarde331                2.00
Vardas332          Pavarde332                2.00
Vardas333          Pavarde333                2.00
Vardas334          Pavarde334                2.00
Vardas335          Pavarde335                2.00
Vardas336          Pavarde336                2.00
Vardas337          Pavarde337                2.00
Vardas338          Pavarde338                2.00
Vardas339          Pavarde339                2.00
Vardas34           Pavarde34                2.00
Vardas340          Pavarde340                2.00
Vardas341          Pavarde341                2.00
Vardas342          Pavarde342                2.00
Vardas343          Pavarde343                2.00
Vardas344          Pavarde344                2.00
Vardas345          Pavarde345                2.00
Vardas346          Pavarde346                2.00
Vardas347          Pavarde347                2.00
Vardas348          Pavarde348                2.00
Vardas349          Pavarde349                2.00
Vardas35           Pavarde35                2.00
Vardas350          Pavarde350                2.00
Vardas351          Pavarde351                2.00
Vardas352          Pavarde352                2.00
Vardas353          Pavarde353                2.00
Vardas354          Pavarde354                2.00
Vardas355          Pavarde355                2.00
Vardas356          Pavarde356                2.00
Vardas357          Pavarde357                2.00
Vardas358          Pavarde358                2.00
Vardas359          Pavarde359                2.00
Vardas36           Pavarde36                2.00
Vardas360          Pavarde360                2.00
Vardas361          Pavarde361                2.00
Vardas362          Pavarde362                2.00
Vardas363          Pavarde363                2.00
Vardas364          Pavarde364                2.00
Vardas365          Pavarde365                2.00
Vardas366          Pavarde366                2.00
Vardas367          Pavarde367                2.00
Vardas368          Pavarde368                2.00
Vardas369          Pavarde369                2.00
Vardas37           Pavarde37                2.00
Vardas370          Pavarde370                2.00
Vardas371          Pavarde371                2.00
Vardas372          Pavarde372                2.00
Vardas373          Pavarde373                2.00
Vardas374          Pavarde374                2.00
Vardas375          Pavarde375                2.00
Vardas376          Pavarde376                2.00
Vardas377          Pavarde377                2.00
Vardas378          Pavarde378                2.00
Vardas379          Pavarde379                2.00
Vardas38           Pavarde38                2.00
Vardas380          Pavarde380                2.00
Vardas381          Pavarde381                2.00
Vardas382          Pavarde382                2.00
Vardas383          Pavarde383                2.00
Vardas384          Pavarde384                2.00
Vardas385          Pavarde385                2.00
Vardas386          Pavarde386                2.00
Vardas387          Pavarde387                2.00
Vardas388          Pavarde388                2.00
Vardas389          Pavarde389                2.00
Vardas39           Pavarde39                2.00
Vardas390          Pavarde390                2.00
Vardas391          Pavarde391                2.00
Vardas392          Pavarde392                2.00
Vardas393          Pavarde393                2.00
Vardas394          Pavarde394                2.00
Vardas395          Pavarde395                2.00
Vardas396          Pavarde396                2.00
Vardas397          Pavarde397                2.00
Vardas398          Pavarde398                2.00
Vardas399          Pavarde399                2.00
Vardas4            Pavarde4                2.00
Vardas40           Pavarde40                2.00
Vardas400          Pavarde400                2.00
Vardas401          Pavarde401                2.00
Vardas402          Pavarde402                2.00
Vardas403          Pavarde403                2.00
Vardas404          Pavarde404                2.00
Vardas405          Pavarde405                2.00
Vardas406          Pavarde406                2.00
Vardas407          Pavarde407                2.00
Vardas408          Pavarde408                2.00
Vardas409          Pavarde409                2.00
Vardas41           Pavarde41                2.00
Vardas410          Pavarde410                2.00
Vardas411          Pavarde411                2.00
Vardas412          Pavarde412                2.00
Vardas413          Pavarde413                2.00
Vardas414          Pavarde414                2.00
Vardas415          Pavarde415                2.00
Vardas416          Pavarde416                2.00
Vardas417          Pavarde417                2.00
Vardas418          Pavarde418                2.00
Vardas419          Pavarde419                2.00
Vardas42           Pavarde42                2.00
Vardas420          Pavarde420                2.00
Vardas421          Pavarde421                2.00
Vardas422          Pavarde422                2.00
Vardas423          Pavarde423                2.00
Vardas424          Pavarde424                2.00
Vardas425          Pavarde425                2.00
Vardas426          Pavarde426                2.00
Vardas427          Pavarde427                2.00
Vardas428          Pavarde428                2.00
Vardas429          Pavarde429                2.00
Vardas43           Pavarde43                2.00
Vardas430          Pavarde430                2.00
Vardas431          Pavarde431                2.00
Vardas432          Pavarde432                2.00
Vardas433          Pavarde433                2.00
Vardas434          Pavarde434                2.00
Vardas435          Pavarde435                2.00
Vardas436          Pavarde436                2.00
Vardas437          Pavarde437                2.00
Vardas438          Pavarde438                2.00
Vardas439          Pavarde439                2.00
Vardas44           Pavarde44                2.00
Vardas440          Pavarde440                2.00
Vardas441          Pavarde441                2.00
Vardas442          Pavarde442                2.00
Vardas443          Pavarde443                2.00
Vardas444          Pavarde444                2.00
Vardas445          Pavarde445                2.00
Vardas446          Pavarde446                2.00
Vardas447          Pavarde447                2.00
Vardas448          Pavarde448                2.00
Vardas449          Pavarde449                2.00
Vardas45           Pavarde45                2.00
Vardas450          Pavarde450                2.00
Vardas451          Pavarde451                2.00
Vardas452          Pavarde452                2.00
Vardas453          Pavarde453                2.00
Vardas454          Pavarde454                2.00
Vardas455          Pavarde455                2.00
Vardas456          Pavarde456                2.00
Vardas457          Pavarde457                2.00
Vardas458          Pavarde458                2.00
Vardas459          Pavarde459                2.00
Vardas46           Pavarde46                2.00
Vardas460          Pavarde460                2.00
Vardas461          Pavarde461                2.00
Vardas462          Pavarde462                2.00
Vardas463          Pavarde463                2.00
Vardas464          Pavarde464                2.00
Vardas465          Pavarde465                2.00
Vardas466          Pavarde466                2.00
Vardas467          Pavarde467                2.00
Vardas468          Pavarde468                2.00
Vardas469          Pavarde469                2.00
Vardas47           Pavarde47                2.00
Vardas470          Pavarde470                2.00
Vardas471          Pavarde471                2.00
Vardas472          Pavarde472                2.00
Vardas473          Pavarde473                2.00
Vardas474          Pavarde474                2.00
Vardas475          Pavarde475                2.00
Vardas476          Pavarde476                2.00
Vardas477          Pavarde477                2.00
Vardas478          Pavarde478                2.00
Vardas479          Pavarde479                2.00
Vardas48           Pavarde48                2.00
Vardas480          Pavarde480                2.00
Vardas481          Pavarde481                2.00
Vardas482          Pavarde482                2.00
Vardas483          Pavarde483                2.00
Vardas484          Pavarde484                2.00
Vardas485          Pavarde485                2.00
Vardas486          Pavarde486                2.00
Vardas487          Pavarde487                2.00
Vardas488          Pavarde488                2.00
Vardas489          Pavarde489                2.00
Vardas49           Pavarde49                2.00
Vardas490          Pavarde490                2.00
Vardas491          Pavarde491                2.00
Vardas492          Pavarde492                2.00
Vardas493          Pavarde493                2.00
Vardas494          Pavarde494                2.00
Vardas495          Pavarde495                2.00
Vardas496          Pavarde496                2.00
Vardas497          Pavarde497                2.00
Vardas498          Pavarde498                2.00
Vardas499          Pavarde499                2.00
Vardas5            Pavarde5                2.00
Vardas50           Pavarde50                2.00
Vardas500          Pavarde500                2.00
Vardas501          Pavarde501                2.00
Vardas502          Pavarde502                2.00
Vardas503          Pavarde503                2.00
Vardas504          Pavarde504                2.00
Vardas505          Pavarde505                2.00
Vardas506          Pavarde506                2.00
Vardas507          Pavarde507                2.00
Vardas508          Pavarde508                2.00
Vardas509          Pavarde509                2.00
Vardas51           Pavarde51                2.00
Vardas510          Pavarde510                2.00
Vardas511          Pavarde511                2.00
Vardas512          Pavarde512                2.00
Vardas513          Pavarde513                2.00
Vardas514          Pavarde514                2.00
Vardas515          Pavarde515                2.00
Vardas516          Pavarde516                2.00
Vardas517          Pavarde517                2.00
Vardas518          Pavarde518                2.00
Vardas519          Pavarde519                2.00
Vardas52           Pavarde52                2.00
Vardas520          Pavarde520                2.00
Vardas521          Pavarde521                2.00
Vardas522          Pavarde522                2.00
Vardas523          Pavarde523                2.00
Vardas524          Pavarde524                2.00
Vardas525          Pavarde525                2.00
Vardas526          Pavarde526                2.00
Vardas527          Pavarde527                2.00
Vardas528          Pavarde528                2.00
Vardas529          Pavarde529                2.00
Vardas53           Pavarde53                2.00
Vardas530          Pavarde530                2.00
Vardas531          Pavarde531                2.00
Vardas532          Pavarde532                2.00
Vardas533          Pavarde533                2.00
Vardas534          Pavarde534                2.00
Vardas535          Pavarde535                2.00
Vardas536          Pavarde536                2.00
Vardas537          Pavarde537                2.00
Vardas538          Pavarde538                2.00
Vardas539          Pavarde539                2.00
Vardas54           Pavarde54                2.00
Vardas540          Pavarde540                2.00
Vardas541          Pavarde541                2.00
Vardas542          Pavarde542                2.00
Vardas543          Pavarde543                2.00
Vardas544          Pavarde544                2.00
Vardas545          Pavarde545                2.00
Vardas546          Pavarde546                2.00
Vardas547          Pavarde547                2.00
Vardas548          Pavarde548                2.00
